CompanyName	Value(1000s)	Shares	OrderType
TOYOTA MOTOR CORP	760	7000	Call
TPG SPECIALTY LENDING INC	2650	129951	Market
TRACTOR SUPPLY CO	119750	1736257	Market
TRACTOR SUPPLY CO	3524	51100	Call
TRACTOR SUPPLY CO	2262	32800	Put
TRANSALTA CORP	2873	488096	Market
TRANSCANADA CORP	12579	272329	Market
TRANSCANADA CORP	3923	85000	Put
TRANSDIGM GROUP INC	220	1000	Call
TRANSDIGM GROUP INC	440	2000	Put
TRANSOCEAN LTD	36520	2933320	Market
TRANSOCEAN LTD	2510	201600	Call
TRANSOCEAN LTD	1958	157300	Put
TRANSUNION	43125	1124517	Market
TRAVELCENTERS AMER LLC	1306	214153	Market
TRAVELERS COMPANIES INC	25588	212282	Market
TRAVELPORT WORLDWIDE LTD	17832	1515043	Market
TRAVELZOO INC	223	23108	Market
TRIANGLE CAP CORP	5914	309770	Market
TRIBUNE MEDIA CO	56619	1519165	Market
TRICO BANCSHARES	1124	31631	Market
TRINET GROUP INC	1594	55161	Market
TRINITY BIOTECH PLC	1004	168465	Market
TRINITY INDS INC	7533	283732	Market
TRINSEO S A	32495	484277	Market
TRIPADVISOR INC	37936	878959	Market
TRIPLEPOINT VENTURE GROWTH B	646	46313	Market
TRIPLE-S MGMT CORP	1792	101969	Market
TRISTATE CAP HLDGS INC	2073	88774	Market
TRITON INTL LTD	3910	151591	Market
TRIUMPH BANCORP INC	1784	69131	Market
TRIVAGO N V	7135	547576	Market
TRONC INC	150	10752	Market
TRONOX LTD	12306	666983	Market
TRUEBLUE INC	206	7528	Market
TRUECAR INC	9702	627161	Market
TRUPANION INC	651	45794	Market
TRUSTCO BK CORP N Y	1013	129094	Market
TTM TECHNOLOGIES INC	15982	990848	Market
TUESDAY MORNING CORP	132	35095	Market
TUPPERWARE BRANDS CORP	8752	139547	Market
TUTOR PERINI CORP	1076	33838	Market
TWENTY FIRST CENTY FOX INC	25675	792681	Market
TWENTY FIRST CENTY FOX INC	356	11000	Put
TWILIO INC	2471	85600	Call
TWILIO INC	2595	89900	Put
TWITTER INC	3175	212400	Call
TWITTER INC	2833	189500	Put
TWO HBRS INVT CORP	20363	2123341	Market
TYSON FOODS INC	6496	105261	Market
TYSON FOODS INC	710	11500	Call
TYSON FOODS INC	617	10000	Put
U S G CORP	1218	38300	Call
U S G CORP	795	25000	Put
UDR INC	5829	160747	Market
UFP TECHNOLOGIES INC	757	29225	Market
ULTA BEAUTY INC	53120	186236	Market
ULTRA CLEAN HLDGS INC	8815	522516	Market
ULTRATECH INC	5529	186673	Market
UMB FINL CORP	3991	52994	Market
UMH PPTYS INC	1094	71918	Market
UMPQUA HLDGS CORP	8892	501231	Market
UNDER ARMOUR INC	227	11500	Call
UNIFI INC	467	16456	Market
UNION PAC CORP	79545	750994	Market
UNION PAC CORP	8569	80900	Call
UNION PAC CORP	5656	53400	Put
UNISYS CORP	1013	72604	Market
UNIT CORP	2048	84753	Market
UNITED BANKSHARES INC WEST V	16249	384595	Market
UNITED CONTL HLDGS INC	27255	385828	Market
UNITED CONTL HLDGS INC	1187	16800	Call
UNITED CONTL HLDGS INC	1392	19700	Put
UNITED FINL BANCORP INC NEW	314	18457	Market
UNITED FIRE GROUP INC	1524	35632	Market
UNITED INS HLDGS CORP	355	22286	Market
UNITED MICROELECTRONICS CORP	2344	1214346	Market
UNITED NAT FOODS INC	2859	66124	Market
UNITED PARCEL SERVICE INC	110002	1025184	Market
UNITED PARCEL SERVICE INC	1180	11000	Call
UNITED PARCEL SERVICE INC	1288	12000	Put
UNITED RENTALS INC	39910	319149	Market
UNITED STATES CELLULAR CORP	2172	58182	Market
UNITED STATES LIME & MINERAL	537	6795	Market
UNITED STATES STL CORP NEW	4632	137000	Call
UNITED STATES STL CORP NEW	4892	144700	Put
UNITED TECHNOLOGIES CORP	23853	212575	Market
UNITED TECHNOLOGIES CORP	393	3500	Call
UNITED THERAPEUTICS CORP DEL	2692	19884	Market
UNITEDHEALTH GROUP INC	15237	92904	Market
UNITIL CORP	1293	28724	Market
UNIVAR INC	31503	1027507	Market
UNIVERSAL AMERN CORP NEW	1006	100936	Market
UNIVERSAL CORP VA	6712	94863	Market
UNIVERSAL DISPLAY CORP	5045	58598	Market
UNIVERSAL HEALTH RLTY INCM T	271	4201	Market
UNIVERSAL HLTH SVCS INC	33512	269278	Market
UNIVERSAL STAINLESS & ALLOY	233	13735	Market
UNIVEST CORP PA	1703	65761	Market
URBAN EDGE PPTYS	675	25678	Market
URBAN OUTFITTERS INC	1853	77969	Market
URSTADT BIDDLE PPTYS INC	895	43509	Market
US BANCORP DEL	425	8258	Market
US BANCORP DEL	1751	34000	Call
US BANCORP DEL	1545	30000	Put
US ECOLOGY INC	408	8700	Market
US FOODS HLDG CORP	30630	1094724	Market
USA TRUCK INC	125	16960	Market
USANA HEALTH SCIENCES INC	3219	55878	Market
UTAH MED PRODS INC	211	3384	Market
V F CORP	118009	2146794	Market
V F CORP	2353	42800	Call
V F CORP	1110	20200	Put
VAIL RESORTS INC	1196	6233	Market
VAIL RESORTS INC	384	2000	Call
VAIL RESORTS INC	960	5000	Put
VALE S A	31916	3359582	Market
VALE S A	1530	161000	Call
VALE S A	1100	115800	Put
VALERO ENERGY CORP NEW	10245	154551	Market
VALERO ENERGY CORP NEW	663	10000	Call
VALERO ENERGY CORP NEW	1525	23000	Put
VALIDUS HOLDINGS LTD	7665	135928	Market
VALMONT INDS INC	17301	111263	Market
VALSPAR CORP	15657	141133	Market
VANDA PHARMACEUTICALS INC	472	33735	Market
VANECK VECTORS ETF TR	7912	99260	Market
VANGUARD INDEX FDS	5434	65800	Market
VANGUARD INDEX FDS	6643	54600	Market
VANGUARD INDEX FDS	9356	98100	Market
VANGUARD INDEX FDS	10336	85200	Market
VANGUARD WORLD FDS	361	3731	Market
VAREX IMAGING CORP	299	8900	Market
VARONIS SYS INC	9073	285308	Market
VASCO DATA SEC INTL INC	1189	88055	Market
VECTOR GROUP LTD	10312	495752	Market
VECTREN CORP	1215	20723	Market
VECTRUS INC	530	23695	Market
VEDANTA LTD	630	36679	Market
VEECO INSTRS INC DEL	5630	188619	Market
VEEVA SYS INC	2846	55495	Market
VENTAS INC	22037	338822	Market
VENTAS INC	293	4500	Call
VENTAS INC	833	12800	Put
VEON LTD	2313	566845	Market
VERA BRADLEY INC	2506	269172	Market
VERACYTE INC	1071	116697	Market
VEREIT INC	8571	1009516	Market
VERIFONE SYS INC	7477	399186	Market
VERIFONE SYS INC	281	15000	Call
VERINT SYS INC	3535	81499	Market
VERISIGN INC	56643	650250	Market
VERISIGN INC	348	4000	Put
VERITEX HLDGS INC	1809	64325	Market
VERITIV CORP	1889	36458	Market
VERIZON COMMUNICATIONS INC	123996	2543498	Market
VERIZON COMMUNICATIONS INC	5826	119500	Call
VERIZON COMMUNICATIONS INC	5777	118500	Put
VERMILION ENERGY INC	2639	70330	Market
VERSARTIS INC	2012	94254	Market
VERSUM MATLS INC	19329	631664	Market
VERTEX PHARMACEUTICALS INC	70578	645430	Market
VERTEX PHARMACEUTICALS INC	864	7900	Call
VERTEX PHARMACEUTICALS INC	1881	17200	Put
VIACOM INC NEW	76375	1638251	Market
VIACOM INC NEW	326	7000	Put
VIAD CORP	3710	82069	Market
VIASAT INC	2668	41798	Market
VIAVI SOLUTIONS INC	22955	2141334	Market
VILLAGE SUPER MKT INC	1555	58665	Market
VINCE HLDG CORP	33	21430	Market
VIRTU FINL INC	6643	390760	Market
VISA INC	5439	61200	Call
VISA INC	2586	29100	Put
VISHAY INTERTECHNOLOGY INC	6736	409462	Market
VISHAY PRECISION GROUP INC	622	39387	Market
VISTA OUTDOOR INC	16828	817308	Market
VISTEON CORP	32387	330649	Market
VIVUS INC	97	86222	Market
VMWARE INC	135008	1465251	Market
VMWARE INC	5012	54400	Call
VMWARE INC	6726	73000	Put
VOCERA COMMUNICATIONS INC	2402	96732	Market
VODAFONE GROUP PLC NEW	55030	2082094	Market
VORNADO RLTY TR	461	4600	Put
VOXX INTL CORP	348	66964	Market
VOYA FINL INC	17780	468377	Market
VSE CORP	702	17199	Market
VTTI ENERGY PARTNERS LP	5014	263883	Market
VULCAN MATLS CO	11608	96345	Market
VULCAN MATLS CO	1084	9000	Call
VULCAN MATLS CO	723	6000	Put
VWR CORP	18919	670891	Market
W & T OFFSHORE INC	381	137550	Market
W P CAREY INC	13951	224227	Market
WAGEWORKS INC	2410	33340	Market
WALKER & DUNLOP INC	2243	53802	Market
WAL-MART STORES INC	1888	26193	Market
WAL-MART STORES INC	2040	28300	Call
WAL-MART STORES INC	5392	74800	Put
WASHINGTON TR BANCORP	334	6772	Market
WASHINGTONFIRST BANKSHARES I	628	22432	Market
WASTE CONNECTIONS INC	21707	245749	Market
WASTE MGMT INC DEL	79388	1088704	Market
WATERS CORP	18104	115821	Market
WATERSTONE FINL INC MD	1221	66884	Market
WATSCO INC	8603	60084	Market
WATTS WATER TECHNOLOGIES INC	582	9339	Market
WAYFAIR INC	486	12000	Call
WAYFAIR INC	405	10000	Put
WD-40 CO	381	3500	Market
WEATHERFORD INTL PLC	71	10620	Market
WEATHERFORD INTL PLC	530	79700	Call
WEATHERFORD INTL PLC	463	69600	Put
WEB COM GROUP INC	1451	75175	Market
WEBMD HEALTH CORP	44203	839087	Market
WEC ENERGY GROUP INC	297	4900	Call
WEC ENERGY GROUP INC	1613	26600	Put
WEIBO CORP	11530	220961	Market
WEINGARTEN RLTY INVS	4536	135850	Market
WEIS MKTS INC	1341	22480	Market
WELLCARE HEALTH PLANS INC	3374	24067	Market
WELLCARE HEALTH PLANS INC	1206	8600	Call
WELLCARE HEALTH PLANS INC	1837	13100	Put
WELLS FARGO & CO NEW	8830	158643	Market
WELLS FARGO & CO NEW	29561	531100	Call
WELLS FARGO & CO NEW	32550	584800	Put
WELLTOWER INC	8428	119000	Call
WELLTOWER INC	10021	141500	Put
WERNER ENTERPRISES INC	8146	310902	Market
WESBANCO INC	1706	44767	Market
WESCO INTL INC	2268	32613	Market
WEST CORP	2344	95981	Market
WEST PHARMACEUTICAL SVSC INC	1500	18383	Market
WESTAMERICA BANCORPORATION	279	4994	Market
WESTAR ENERGY INC	73633	1356796	Market
WESTERN ALLIANCE BANCORP	2634	53657	Market
WESTERN DIGITAL CORP	2892	35036	Market
WESTERN REFNG INC	5230	149132	Market
WESTERN UN CO	35797	1759068	Market
WESTMORELAND COAL CO	2197	151340	Market
WESTROCK CO	11297	217126	Market
WESTROCK CO	604	11600	Put
WESTWOOD HLDGS GROUP INC	643	12039	Market
WEYERHAEUSER CO	200	5900	Market
WEYERHAEUSER CO	459	13500	Call
WEYERHAEUSER CO	659	19400	Put
WGL HLDGS INC	1981	24000	Market
WHIRLPOOL CORP	634	3700	Market
WHITEHORSE FIN INC	334	24176	Market
WHITEWAVE FOODS CO	59964	1067930	Market
WHITING PETE CORP NEW	14897	1574784	Market
WHITING PETE CORP NEW	4382	463200	Call
WHITING PETE CORP NEW	3736	394900	Put
WHOLE FOODS MKT INC	238	8000	Call
WI-LAN INC	943	513525	Market
WILLDAN GROUP INC	1928	59778	Market
WILLIAMS CLAYTON ENERGY INC	1764	13355	Market
WILLIAMS COS INC DEL	47056	1590269	Market
WILLIAMS COS INC DEL	2403	81200	Call
WILLIAMS COS INC DEL	3645	123200	Put
WILLIAMS SONOMA INC	45214	843239	Market
WINDSTREAM HLDGS INC	543	99660	Market
WINGSTOP INC	1852	65491	Market
WINMARK CORP	647	5722	Market
WINNEBAGO INDS INC	1389	47487	Market
WINTRUST FINL CORP	6372	92183	Market
WIX COM LTD	28562	420644	Market
WNS HOLDINGS LTD	7037	245950	Market
WOODWARD INC	348	5124	Market
WORKDAY INC	8959	107572	Market
WORKDAY INC	416	5000	Call
WORKDAY INC	250	3000	Put
WORKIVA INC	2454	156822	Market
WORLD FUEL SVCS CORP	585	16150	Market
WORLD WRESTLING ENTMT INC	1291	58085	Market
WPP PLC NEW	4550	41594	Market
WPX ENERGY INC	198	14824	Market
WPX ENERGY INC	1166	87100	Call
WPX ENERGY INC	640	47800	Put
WRIGHT MED GROUP N V	5315	170785	Market
WSFS FINL CORP	1753	38160	Market
WYNN RESORTS LTD	57511	501796	Market
XACTLY CORP	126	10559	Market
XCERRA CORP	2209	248432	Market
XENCOR INC	1835	76723	Market
XENIA HOTELS & RESORTS INC	1372	80369	Market
XERIUM TECHNOLOGIES INC	102	15892	Market
XEROX CORP	40959	5580298	Market
XEROX CORP	73	10000	Put
XINYUAN REAL ESTATE CO LTD	1234	279767	Market
XL GROUP LTD	25343	635804	Market
XO GROUP INC	2074	120483	Market
XPERI CORP	361	10626	Market
XPO LOGISTICS INC	9013	188200	Market
XUNLEI LTD	168	41369	Market
XYLEM INC	33790	672834	Market
YAHOO INC	79229	1707144	Market
YAMANA GOLD INC	2687	973556	Market
YANDEX N V	35802	1632557	Market
YRC WORLDWIDE INC	1000	90853	Market
YUM BRANDS INC	138783	2171883	Market
YUM CHINA HLDGS INC	8697	319747	Market
YUME INC	321	78472	Market
ZAGG INC	989	137298	Market
ZAYO GROUP HLDGS INC	19848	603286	Market
ZEBRA TECHNOLOGIES CORP	9013	98774	Market
ZEBRA TECHNOLOGIES CORP	548	6000	Call
ZEBRA TECHNOLOGIES CORP	274	3000	Put
ZELTIQ AESTHETICS INC	1038	18668	Market
ZENDESK INC	7493	267211	Market
ZHAOPIN LTD	471	27327	Market
ZILLOW GROUP INC	425	12565	Market
ZIMMER BIOMET HLDGS INC	13322	109097	Market
ZIONS BANCORPORATION	1077	25647	Market
ZIONS BANCORPORATION	265	6300	Put
ZIX CORP	1340	278495	Market
ZUMIEZ INC	2035	111207	Market
ZYNGA INC	29148	10227354	Market
