CompanyName	Value(1000s)	Shares	OrderType
REEDS INC	312	127500	Market
REGAL ENTMT GROUP	26964	1317900	Market
REGENCY CTRS CORP	48480	773945	Market
REGIONAL MGMT CORP	8209	347400	Market
REGIONS FINL CORP NEW	37738	2577721	Market
REGIS CORP MINN	20131	1960200	Market
REINSURANCE GROUP AMER INC	10464	81500	Market
REIS INC	6590	310100	Market
RELIANCE STEEL & ALUMINUM CO	27093	372112	Market
RELIV INTL INC	707	80580	Market
RELM WIRELESS CORP	2303	614017	Market
RELX NV	2392	115679	Market
RELX PLC	10259	468428	Market
REMARK HLDGS INC	124	44600	Market
RENAISSANCERE HOLDINGS LTD	96292	692497	Market
RENASANT CORP	29159	666639	Market
RENESOLA LTD	1467	601360	Market
RENEWABLE ENERGY GROUP INC	6958	537327	Market
RENT A CTR INC NEW	1314	112110	Market
RENTECH INC	263	580380	Market
REPLIGEN CORP	12407	299400	Market
REPROS THERAPEUTICS INC	440	956013	Market
REPUBLIC BANCORP KY	3002	84100	Market
REPUBLIC FIRST BANCORP INC	1660	179412	Market
REPUBLIC SVCS INC	105397	1653800	Market
RESOLUTE FST PRODS INC	3069	697600	Market
RESOURCES CONNECTION INC	849	62000	Market
RESTAURANT BRANDS INTL INC	11457	183200	Market
RETAIL PPTYS AMER INC	50954	4173100	Market
RETRACTABLE TECHNOLOGIES INC	139	109300	Market
REVANCE THERAPEUTICS INC	2914	110373	Market
REVLON INC	1807	76259	Market
REWALK ROBOTICS LTD	309	176600	Market
REX AMERICAN RESOURCES CORP	52780	546600	Market
REXAHN PHARMACEUTICALS INC	1445	505299	Market
REXFORD INDL RLTY INC	18475	673300	Market
REYNOLDS AMERICAN INC	244735	3762835	Market
RF INDS LTD	1186	657100	Market
RICEBRAN TECHNOLOGIES	44	45400	Market
RICHARDSON ELECTRS LTD	5312	889799	Market
RICHMONT MINES INC	24737	3171400	Market
RIGHTSIDE GROUP LTD	5148	484705	Market
RIGNET INC	8245	513700	Market
RINGCENTRAL INC	49701	1359800	Market
RIO TINTO PLC	6579	155500	Market
RITCHIE BROS AUCTIONEERS	799	27800	Market
RIVERVIEW BANCORP INC	838	126200	Market
RLI CORP	4135	75700	Market
RMG NETWORKS HLDG CORP	178	269200	Market
RMR GROUP INC	4077	83800	Market
ROBERT HALF INTL INC	8565	178700	Market
ROCKET FUEL INC	10210	3712700	Market
ROCKWELL COLLINS INC	77170	734391	Market
ROCKY BRANDS INC	1935	143900	Market
ROCKY MTN CHOCOLATE FACTORY	6180	525485	Market
ROGERS COMMUNICATIONS INC	58694	1243200	Market
ROGERS CORP	32510	299300	Market
ROKA BIOSCIENCE INC	41	15790	Market
ROLLINS INC	12364	303700	Market
ROPER TECHNOLOGIES INC	5927	25600	Market
ROSETTA STONE INC	20637	1914400	Market
ROSS STORES INC	90817	1573128	Market
ROWAN COMPANIES PLC	936	91400	Market
ROYAL BANCSHARES PA INC	2306	545082	Market
ROYAL BK CDA MONTREAL QUE	74256	1023777	Market
ROYAL BK SCOTLAND GROUP PLC	966	35961	Market
ROYAL BK SCOTLAND GROUP PLC	2627	99000	Market
ROYAL BK SCOTLAND GROUP PLC	3230	494700	Market
ROYAL CARIBBEAN CRUISES LTD	86882	795400	Market
ROYAL GOLD INC	1970	25200	Market
RPM INTL INC	5840	107059	Market
RPX CORP	45251	3243810	Market
RTI SURGICAL INC	6184	1057155	Market
RUBICON PROJ INC	1651	321300	Market
RUBICON TECHNOLOGY INC	1113	120240	Market
RUBY TUESDAY INC	2222	1105569	Market
RUDOLPH TECHNOLOGIES INC	16147	706633	Market
RUSH ENTERPRISES INC	9485	255100	Market
RUSH ENTERPRISES INC	7140	196100	Market
RUTHS HOSPITALITY GROUP INC	274	12600	Market
RYANAIR HLDGS PLC	258057	2398074	Market
RYERSON HLDG CORP	4687	473400	Market
RYMAN HOSPITALITY PPTYS INC	6352	99241	Market
S & T BANCORP INC	423	11800	Market
S&P GLOBAL INC	23782	162900	Market
SABINE ROYALTY TR	1747	45091	Market
SABRE CORP	27613	1268400	Market
SAFE BULKERS INC	3341	1459100	Market
SAFEGUARD SCIENTIFICS INC	2853	239717	Market
SAFETY INS GROUP INC	23474	343686	Market
SAGA COMMUNICATIONS INC	6554	143258	Market
SAJAN INC	225	38700	Market
SALEM MEDIA GROUP INC	1745	245800	Market
SALLY BEAUTY HLDGS INC	14896	735600	Market
SAMSON OIL & GAS LTD	33	67560	Market
SANCHEZ MIDSTREAM PARTNERS L	312	24300	Market
SANDERSON FARMS INC	122311	1057600	Market
SANDY SPRING BANCORP INC	17539	431354	Market
SANMINA CORPORATION	11694	306933	Market
SANTANDER CONSUMER USA HDG I	11045	865600	Market
SAPIENS INTL CORP N V	8568	765700	Market
SASOL LTD	9556	341900	Market
SAUL CTRS INC	18229	314400	Market
SAVARA INC	126	21507	Market
SBA COMMUNICATIONS CORP NEW	34150	253149	Market
SCANA CORP NEW	80305	1198400	Market
SCHEIN HENRY INC	12282	67106	Market
SCHLUMBERGER LTD	75216	1142404	Market
SCHMITT INDS INC ORE	228	132400	Market
SCHNITZER STL INDS	3977	157800	Market
SCHOLASTIC CORP	1652	37901	Market
SCHULMAN A INC	4286	133948	Market
SCHWEITZER-MAUDUIT INTL INC	22092	593400	Market
SCICLONE PHARMACEUTICALS INC	27942	2540200	Market
SCIENTIFIC GAMES CORP	40164	1538848	Market
SCORPIO BULKERS INC	5963	839909	Market
SCOTTS MIRACLE GRO CO	23005	257151	Market
SCRIPPS E W CO OHIO	4185	235003	Market
SCRIPPS NETWORKS INTERACT IN	88345	1293300	Market
SEABOARD CORP	21261	5322	Market
SEABRIDGE GOLD INC	549	51005	Market
SEACHANGE INTL INC	2760	1037621	Market
SEACOAST BKG CORP FLA	13508	560500	Market
SEACOR HOLDINGS INC	11017	321200	Market
SEACOR MARINE HLDGS INC	1683	82675	Market
SEARS HOMETOWN & OUTLET STOR	850	314900	Market
SEASPINE HLDGS CORP	4211	365500	Market
SEATTLE GENETICS INC	342	6613	Market
SEAWORLD ENTMT INC	2038	125260	Market
SECUREWORKS CORP	794	85500	Market
SECURITY NATL FINL CORP	644	101043	Market
SEI INVESTMENTS CO	4121	76626	Market
SELECT BANCORP INC NEW	373	30547	Market
SELECT COMFORT CORP	1760	49600	Market
SELECT INCOME REIT	6764	281500	Market
SELECT SECTOR SPDR TR	1362	15200	Market
SELECT SECTOR SPDR TR	1527	27800	Market
SELECT SECTOR SPDR TR	16141	203700	Market
SELECT SECTOR SPDR TR	1834	35300	Market
SEMICONDUCTOR MFG INTL CORP	13906	2439700	Market
SEMILEDS CORP	99	37070	Market
SEMPRA ENERGY	38358	340200	Market
SEMTECH CORP	36322	1016003	Market
SENECA FOODS CORP NEW	2347	75600	Market
SENIOR HSG PPTYS TR	19306	944500	Market
SENOMYX INC	69	82700	Market
SENSATA TECHNOLOGIES HLDG NV	389	9100	Market
SENSEONICS HLDGS INC	317	176200	Market
SENSIENT TECHNOLOGIES CORP	5082	63107	Market
SERES THERAPEUTICS INC	5201	460300	Market
SERVICE CORP INTL	27265	815100	Market
SERVICENOW INC	181059	1708100	Market
SERVICESOURCE INTL INC	8422	2170646	Market
SGOCO GROUP LTD	24	20525	Market
SHARPS COMPLIANCE CORP	1654	391100	Market
SHAW COMMUNICATIONS INC	18485	847600	Market
SHENANDOAH TELECOMMUNICATION	32321	1052800	Market
SHERWIN WILLIAMS CO	186395	531100	Market
SHILOH INDS INC	2300	195900	Market
SHINHAN FINANCIAL GROUP CO L	3497	80400	Market
SHIRE PLC	60369	365277	Market
SHOPIFY INC	25705	295800	Market
SHORE BANCSHARES INC	4506	273900	Market
SHORETEL INC	21429	3694584	Market
SHUTTERFLY INC	15594	328300	Market
SHUTTERSTOCK INC	996	22600	Market
SI FINL GROUP INC MD	5288	328459	Market
SIENTRA INC	1400	144000	Market
SIERRA BANCORP	6108	248800	Market
SIERRA ONCOLOGY INC	132	112500	Market
SIERRA WIRELESS INC	17138	609884	Market
SIFCO INDS INC	256	38500	Market
SIFY TECHNOLOGIES LIMITED	165	232300	Market
SIGMA DESIGNS INC	11980	2047900	Market
SIGMATRON INTL INC	1089	169300	Market
SIGNATURE BK NEW YORK N Y	2551	17774	Market
SILGAN HOLDINGS INC	25395	799080	Market
SILICOM LTD	2654	59832	Market
SILICON MOTION TECHNOLOGY CO	4436	91979	Market
SILICONWARE PRECISION INDS L	17297	2170269	Market
SILVER SPRING NETWORKS INC	916	81199	Market
SILVER STD RES INC	45636	4699883	Market
SILVERCORP METALS INC	456	142100	Market
SILVERCREST ASSET MGMT GROUP	1812	134698	Market
SIMON PPTY GROUP INC NEW	140085	866005	Market
SIMPSON MANUFACTURING CO INC	1609	36800	Market
SIMULATIONS PLUS INC	5905	478147	Market
SINA CORP	52605	619100	Market
SINCLAIR BROADCAST GROUP INC	49849	1515177	Market
SINOPEC SHANGHAI PETROCHEMIC	3561	66550	Market
SINOVAC BIOTECH LTD	12247	1814300	Market
SIRIUS XM HLDGS INC	26507	4845800	Market
SIX FLAGS ENTMT CORP NEW	46084	773100	Market
SJW GROUP	19357	393600	Market
SKYLINE CORP	1293	214800	Market
SKYWEST INC	45479	1295700	Market
SL GREEN RLTY CORP	23174	219040	Market
SLM CORP	12888	1120719	Market
SM ENERGY CO	12183	737000	Market
SMART SAND INC	1302	146100	Market
SMARTFINANCIAL INC	752	31500	Market
SMITH & NEPHEW PLC	4311	123700	Market
SMITH A O	7644	135700	Market
SMITH MICRO SOFTWARE INC	310	212225	Market
SMTC CORP	303	235099	Market
SMUCKER J M CO	54456	460203	Market
SNAP ON INC	68983	436600	Market
SOCIEDAD QUIMICA MINERA DE C	22153	670900	Market
SOCKET MOBILE INC	340	83600	Market
SODASTREAM INTERNATIONAL LTD	43806	818500	Market
SOHU COM INC	108094	2398900	Market
SOLITARIO EXPL & RTY CORP	150	223820	Market
SONIC AUTOMOTIVE INC	249	12800	Market
SONIC FDRY INC	170	43519	Market
SONOCO PRODS CO	41486	806800	Market
SONOMA PHARMACEUTICALS INC	260	39322	Market
SONUS NETWORKS INC	11071	1488000	Market
SONY CORP	67628	1770826	Market
SORL AUTO PTS INC	1640	245500	Market
SORRENTO THERAPEUTICS INC	124	61763	Market
SOTHERLY HOTELS INC	1443	212800	Market
SOUTH JERSEY INDS INC	10880	318400	Market
SOUTH ST CORP	7232	84383	Market
SOUTHCROSS ENERGY PARTNERS L	191	60300	Market
SOUTHERN CO	121491	2537400	Market
SOUTHERN FIRST BANCSHARES IN	2101	56700	Market
SOUTHERN MO BANCORP INC	2614	81034	Market
SOUTHERN NATL BANCORP OF VA	3065	174142	Market
SOUTHSIDE BANCSHARES INC	29175	835010	Market
SOUTHWEST AIRLS CO	95160	1531380	Market
SOUTHWEST BANCORP INC OKLA	9196	359933	Market
SOUTHWEST GAS HOLDINGS INC	27083	370700	Market
SP PLUS CORP	13091	428500	Market
SPARK NETWORKS INC	314	327400	Market
SPARTAN MTRS INC	5423	612800	Market
SPARTON CORP	4724	214835	Market
SPDR SERIES TRUST	487	13100	Market
SPDR SERIES TRUST	842	28100	Market
SPECTRUM PHARMACEUTICALS INC	45235	6071817	Market
SPEEDWAY MOTORSPORTS INC	4520	247400	Market
SPIRE INC	33850	485300	Market
SPIRIT AEROSYSTEMS HLDGS INC	7086	122300	Market
SPIRIT AIRLS INC	5428	105100	Market
SPIRIT RLTY CAP INC NEW	25282	3411900	Market
SPOK HLDGS INC	27803	1570800	Market
SPRING BK PHARMACEUTICALS IN	462	34102	Market
SPROUTS FMRS MKT INC	58344	2573600	Market
SPS COMM INC	1377	21600	Market
SPX CORP	13496	536400	Market
SQUARE INC	212937	9076600	Market
SS&C TECHNOLOGIES HLDGS INC	21225	552600	Market
STAAR SURGICAL CO	2015	186600	Market
STAFFING 360 SOLUTIONS INC	53	75000	Market
STAG INDL INC	8054	291800	Market
STANDARD MTR PRODS INC	3405	65200	Market
STANDEX INTL CORP	4082	45000	Market
STANLEY BLACK & DECKER INC	45746	325062	Market
STANLEY FURNITURE CO INC	115	100812	Market
STANTEC INC	3594	143200	Market
STAPLES INC	59245	5883279	Market
STAR BULK CARRIERS CORP	6125	623080	Market
STAR GAS PARTNERS L P	1317	121523	Market
STARBUCKS CORP	228504	3918784	Market
STARRETT L S CO	2933	341000	Market
STARTEK INC	10034	819800	Market
STARWOOD PPTY TR INC	14851	663284	Market
STATE AUTO FINL CORP	5450	211800	Market
STATE NATL COS INC	7045	383300	Market
STATOIL ASA	104644	6330576	Market
STEADYMED LTD	546	86700	Market
STEALTHGAS INC	4980	1532200	Market
STEEL DYNAMICS INC	31122	869100	Market
STEEL PARTNERS HLDGS L P	725	38956	Market
STEELCASE INC	3108	222000	Market
STEPAN CO	27902	320200	Market
STERICYCLE INC	44778	586720	Market
STERLING BANCORP DEL	12846	552536	Market
STERLING CONSTRUCTION CO INC	19342	1479900	Market
STEWART INFORMATION SVCS COR	10850	239100	Market
STIFEL FINL CORP	4441	96577	Market
STMICROELECTRONICS N V	29375	2042869	Market
STOCK YDS BANCORP INC	1756	45150	Market
STONE ENERGY CORP	649	35300	Market
STONEGATE BK FT LAUDERDALE F	21636	468522	Market
STONERIDGE INC	12877	835600	Market
STRATA SKIN SCIENCES INC	115	47120	Market
STRATASYS LTD	5981	256596	Market
STRATTEC SEC CORP	3252	91865	Market
STRATUS PPTYS INC	318	10800	Market
STRAYER ED INC	31033	332900	Market
STREAMLINE HEALTH SOLUTIONS	320	299200	Market
STRYKER CORP	4483	32300	Market
STUDENT TRANSN INC	8981	1480800	Market
STURM RUGER & CO INC	566	9100	Market
SUCAMPO PHARMACEUTICALS INC	8511	810600	Market
SUMITOMO MITSUI FINL GROUP I	11038	1404339	Market
SUMMER INFANT INC	448	253308	Market
SUMMIT FINANCIAL GROUP INC	4196	190735	Market
SUMMIT HOTEL PPTYS	14708	788642	Market
SUMMIT MATLS INC	6086	210818	Market
SUMMIT ST BK SANTA ROSA CALI	224	17250	Market
SUMMIT THERAPEUTICS PLC	439	38500	Market
SUN BANCORP INC	4409	178879	Market
SUN CMNTYS INC	59340	676700	Market
SUN HYDRAULICS CORP	26092	611475	Market
SUN LIFE FINL INC	13078	365800	Market
SUNCOKE ENERGY INC	21504	1972800	Market
SUNCOR ENERGY INC NEW	514	17600	Market
SUNESIS PHARMACEUTICALS INC	245	90681	Market
SUNLINK HEALTH SYSTEMS INC	186	112300	Market
SUNOPTA INC	1390	136297	Market
SUNRUN INC	209	29300	Market
SUNSHINE BANCORP INC	2423	113700	Market
SUPER MICRO COMPUTER INC	8014	325100	Market
SUPERIOR ENERGY SVCS INC	8832	846830	Market
SUPERIOR INDS INTL INC	3535	172000	Market
SUPERIOR UNIFORM GP INC	4012	179500	Market
SUPPORT COM INC	2227	955697	Market
SUPREME INDS INC	9037	549378	Market
SURMODICS INC	28272	1004338	Market
SUSSEX BANCORP	875	35950	Market
SUTHERLAND ASSET MGMT CORP M	1653	111300	Market
SWIFT TRANSN CO	12018	453500	Market
SYKES ENTERPRISES INC	21918	653673	Market
SYMANTEC CORP	137234	4857838	Market
SYNACOR INC	4668	1279000	Market
SYNALLOY CP DEL	1768	156319	Market
SYNCHRONY FINL	86621	2904800	Market
SYNERON MEDICAL LTD	6360	580780	Market
SYNNEX CORP	636	5301	Market
SYNOPSYS INC	65698	900834	Market
SYNOVUS FINL CORP	8516	192500	Market
SYPRIS SOLUTIONS INC	920	557688	Market
SYROS PHARMACEUTICALS INC	434	27000	Market
SYSCO CORP	135549	2693200	Market
SYSTEMAX INC	3809	202600	Market
T MOBILE US INC	29731	490450	Market
TABLEAU SOFTWARE INC	82200	1341600	Market
TACTILE SYS TECHNOLOGY INC	5667	198300	Market
TAHOE RES INC	209	24200	Market
TAITRON COMPONENTS INC	79	48900	Market
TAKE-TWO INTERACTIVE SOFTWAR	143234	1951950	Market
TAL ED GROUP	16096	131600	Market
TALLGRASS ENERGY GP LP	1854	72912	Market
TALLGRASS ENERGY PARTNERS LP	8480	169300	Market
TANDEM DIABETES CARE INC	142	177800	Market
TANTECH HLDGS LTD	207	87400	Market
TARENA INTL INC	10309	575600	Market
TARO PHARMACEUTICAL INDS LTD	30342	270766	Market
TASEKO MINES LTD	5445	4287500	Market
TAT TECHNOLOGIES LTD	1858	182200	Market
TATA MTRS LTD	55906	1693600	Market
TAYLOR DEVICES INC	284	21600	Market
TAYLOR MORRISON HOME CORP	37578	1565100	Market
TC PIPELINES LP	10571	192199	Market
TCF FINL CORP	3724	233600	Market
TE CONNECTIVITY LTD	18930	240600	Market
TEAM INC	3605	153711	Market
TEARLAB CORP	44	26283	Market
TECH DATA CORP	18669	184842	Market
TECHNIPFMC PLC	33684	1238400	Market
TECHTARGET INC	5874	566394	Market
TECK RESOURCES LTD	29712	1714476	Market
TECNOGLASS INC	333	35700	Market
TEEKAY CORPORATION	163	24500	Market
TEEKAY LNG PARTNERS L P	193	12600	Market
TEEKAY TANKERS LTD	611	325210	Market
TEGNA INC	7534	522800	Market
TELEDYNE TECHNOLOGIES INC	3013	23600	Market
TELEFONICA BRASIL SA	4594	340553	Market
TELENAV INC	3622	447200	Market
TELEPHONE & DATA SYS INC	71812	2587808	Market
TELETECH HOLDINGS INC	7556	185200	Market
TELIGENT INC NEW	387	42300	Market
TELUS CORP	124365	3602700	Market
TENARIS S A	18351	589300	Market
TENNECO INC	6720	116200	Market
TERADATA CORP DEL	58263	1975700	Market
TERADYNE INC	56658	1886700	Market
TERNIUM SA	26933	958800	Market
TERRA NITROGEN CO L P	2107	24542	Market
TERRAFORM GLOBAL INC	7383	1462000	Market
TERRENO RLTY CORP	14854	441300	Market
TERRITORIAL BANCORP INC	17136	549400	Market
TESCO CORP	2668	599500	Market
TESORO CORP	2114	22585	Market
TESORO LOGISTICS LP	769	14882	Market
TESSCO TECHNOLOGIES INC	5168	388579	Market
TETRA TECH INC NEW	6657	145500	Market
TETRAPHASE PHARMACEUTICALS I	1024	143685	Market
TEXAS PAC LD TR	7669	26103	Market
TEXAS ROADHOUSE INC	13964	274072	Market
TEXTRON INC	43327	919900	Market
TFS FINL CORP	97325	6291222	Market
THE TRADE DESK INC	41506	828300	Market
THERMO FISHER SCIENTIFIC INC	132622	760144	Market
THERMON GROUP HLDGS INC	6756	352400	Market
THESTREET INC	1611	1941207	Market
THIRD PT REINS LTD	7418	533634	Market
THOMSON REUTERS CORP	85965	1856900	Market
THOR INDS INC	10588	101300	Market
THRESHOLD PHARMACEUTICAL INC	224	569199	Market
TIER REIT INC	2519	136300	Market
TILE SHOP HLDGS INC	20245	980400	Market
TILLYS INC	4148	408700	Market
TIM PARTICIPACOES S A	9648	651900	Market
TIMBERLAND BANCORP INC	7232	286200	Market
TIME INC NEW	33082	2305400	Market
TIME WARNER INC	313012	3117334	Market
TIMKEN CO	17219	372300	Market
TITAN INTL INC ILL	29372	2445600	Market
TITAN MACHY INC	1958	108900	Market
TITAN PHARMACEUTICALS INC DE	530	278900	Market
TIVITY HEALTH INC	6519	163589	Market
TOMPKINS FINANCIAL CORPORATI	6006	76300	Market
TOOTSIE ROLL INDS INC	6743	193489	Market
TOP IMAGE SYSTEMS LTD	211	167300	Market
TOPBUILD CORP	5254	99000	Market
TOR MINERALS INTL INC	161	20000	Market
TORCHMARK CORP	26997	352900	Market
TORONTO DOMINION BK ONT	88069	1748075	Market
TOTAL SYS SVCS INC	75956	1303965	Market
TOWER INTL INC	1590	70825	Market
TOWER SEMICONDUCTOR LTD	29536	1238386	Market
TOWN SPORTS INTL HLDGS INC	6823	1451800	Market
TOWNEBANK PORTSMOUTH VA	23509	763287	Market
TOWNSQUARE MEDIA INC	4092	399600	Market
TOYOTA MOTOR CORP	78471	747200	Market
TPI COMPOSITES INC	1512	81800	Market
TRACON PHARMACEUTICALS INC	265	110600	Market
TRACTOR SUPPLY CO	81619	1505600	Market
TRANS WORLD ENTMT CORP	997	623000	Market
TRANSACT TECHNOLOGIES INC	3366	398301	Market
TRANSALTA CORP	2778	434000	Market
TRANSATLANTIC PETROLEUM LTD	54	45031	Market
TRANSCANADA CORP	48018	1007300	Market
TRANSCAT INC	124	10205	Market
TRANSGLOBE ENERGY CORP	2262	1687700	Market
TRANSMONTAIGNE PARTNERS L P	2508	59724	Market
TRANSOCEAN LTD	14408	1750728	Market
TRANSPORTADORA DE GAS SUR	5553	334300	Market
TRANSUNION	17363	400900	Market
TRAVELCENTERS AMER LLC	6608	1611600	Market
TRAVELERS COMPANIES INC	12615	99700	Market
TRAVELPORT WORLDWIDE LTD	15342	1115000	Market
TRAVELZOO	5410	494100	Market
TRECORA RES	2260	200900	Market
TREDEGAR CORP	2281	149545	Market
TREEHOUSE FOODS INC	351	4300	Market
TREMOR VIDEO INC	2908	1167900	Market
TREX CO INC	2179	32200	Market
TRI POINTE GROUP INC	2754	208822	Market
TRIBUNE MEDIA CO	3788	92900	Market
TRICO BANCSHARES	19185	545792	Market
TRILOGY METALS INC NEW	71	111901	Market
TRIMAS CORP	1282	61500	Market
TRIMBLE INC	22609	633844	Market
TRINET GROUP INC	4325	132100	Market
TRINITY BIOTECH PLC	1386	230950	Market
TRINITY INDS INC	13651	487000	Market
TRINSEO S A	117264	1706900	Market
TRIO TECH INTL	922	185200	Market
TRIPLE-S MGMT CORP	3603	213069	Market
TRISTATE CAP HLDGS INC	9430	374200	Market
TRIUMPH BANCORP INC	2256	91900	Market
TRIUMPH GROUP INC NEW	12232	387100	Market
TRONC INC	3719	288500	Market
TRUECAR INC	19509	978900	Market
TRUPANION INC	9689	432950	Market
TRUSTCO BK CORP N Y	10194	1315400	Market
TRUSTMARK CORP	8326	258904	Market
TSAKOS ENERGY NAVIGATION LTD	11162	2325400	Market
TSR INC	354	70052	Market
TTM TECHNOLOGIES	7023	404569	Market
TUCOWS INC	41786	781051	Market
TUESDAY MORNING CORP	612	322300	Market
TUNIU CORP	3228	402000	Market
TUPPERWARE BRANDS CORP	10366	147600	Market
TURNING PT BRANDS INC	919	59920	Market
TURQUOISE HILL RES LTD	775	291200	Market
TWENTY FIRST CENTY FOX INC	12144	428500	Market
TWENTY FIRST CENTY FOX INC	5836	209392	Market
TWIN DISC INC	1098	68000	Market
TWITTER INC	43694	2445100	Market
TWO HBRS INVT CORP	19182	1935600	Market
TYLER TECHNOLOGIES INC	4166	23713	Market
U S CONCRETE INC	5311	67615	Market
U S ENERGY CORP WYO	29	42680	Market
U S GEOTHERMAL INC	636	138649	Market
U S GLOBAL INVS INC	298	196300	Market
U S PHYSICAL THERAPY INC	40352	668074	Market
U.S. AUTO PARTS NETWORK INC	3669	1135900	Market
UBIQUITI NETWORKS INC	40760	784300	Market
UBS GROUP AG	17313	1019600	Market
UCP INC	4092	373700	Market
UDR INC	199285	5113800	Market
UFP TECHNOLOGIES INC	15460	546300	Market
UGI CORP NEW	48698	1005950	Market
ULTA BEAUTY INC	111890	389400	Market
ULTRA CLEAN HLDGS INC	10886	580600	Market
ULTRALIFE CORP	1580	219500	Market
ULTRAPAR PARTICIPACOES S A	61830	2627700	Market
UMB FINL CORP	11049	147600	Market
UMH PPTYS INC	2949	172991	Market
UMPQUA HLDGS CORP	3299	179696	Market
UNICO AMERN CORP	139	14900	Market
UNIFI INC	4414	143300	Market
UNIFIRST CORP MASS	5445	38700	Market
UNION BANKSHARES CORP NEW	27247	803745	Market
UNION BANKSHARES INC	266	5600	Market
UNION PAC CORP	92301	847500	Market
UNIQUE FABRICATING INC	228	23990	Market
UNIQURE NV	2155	348100	Market
UNISYS CORP	3607	281790	Market
UNITED CMNTY BKS BLAIRSVLE G	54165	1948368	Market
UNITED CMNTY FINL CORP OHIO	10883	1309604	Market
UNITED FINL BANCORP INC NEW	23929	1433739	Market
UNITED FIRE GROUP INC	3886	88200	Market
UNITED GUARDIAN INC	3190	206400	Market
UNITED MICROELECTRONICS CORP	40982	16795799	Market
UNITED NAT FOODS INC	10329	281450	Market
UNITED PARCEL SERVICE INC	28776	260200	Market
UNITED SECURITY BANCSHARES C	1486	160601	Market
UNITED STATES ANTIMONY CORP	11	27000	Market
UNITED STATES CELLULAR CORP	24076	628300	Market
UNITED STATES LIME & MINERAL	12045	153500	Market
UNITED THERAPEUTICS CORP DEL	108662	837600	Market
UNITEDHEALTH GROUP INC	40384	217800	Market
UNITI GROUP INC	26955	1072200	Market
UNITIL CORP	25628	530500	Market
UNITY BANCORP INC	434	25216	Market
UNIVAR INC	22998	787600	Market
UNIVERSAL CORP VA	12254	189400	Market
UNIVERSAL DISPLAY CORP	10776	98639	Market
UNIVERSAL FST PRODS INC	5475	62703	Market
UNIVERSAL HEALTH RLTY INCM T	35562	447100	Market
UNIVERSAL HLTH SVCS INC	63140	517200	Market
UNIVERSAL LOGISTICS HLDGS IN	425	28300	Market
UNIVERSAL SEC INSTRS INC	129	46100	Market
UNIVERSAL STAINLESS & ALLOY	1492	76500	Market
UNIVERSAL TECHNICAL INST INC	4519	1265700	Market
UNIVEST CORP PA	13983	466889	Market
UNUM GROUP	11937	256000	Market
UPLAND SOFTWARE INC	9280	422000	Market
URBAN ONE INC	226	100400	Market
URBAN ONE INC	2988	1327900	Market
URBAN OUTFITTERS INC	25778	1390400	Market
URSTADT BIDDLE PPTYS INC	16685	842700	Market
URSTADT BIDDLE PPTYS INC	761	44100	Market
US BANCORP DEL	36282	698800	Market
US ECOLOGY INC	7383	146200	Market
US FOODS HLDG CORP	32054	1177600	Market
USANA HEALTH SCIENCES INC	124884	1948266	Market
USD PARTNERS LP	458	40920	Market
UTAH MED PRODS INC	12058	166545	Market
UTSTARCOM HOLDINGS CORP	2385	1019398	Market
VAALCO ENERGY INC	1320	1411700	Market
VAIL RESORTS INC	12332	60800	Market
VALE S A	115638	13215800	Market
VALE S A	50457	6191062	Market
VALEANT PHARMACEUTICALS INTL	41574	2402589	Market
VALERO ENERGY PARTNERS LP	5642	123609	Market
VALHI INC NEW	1588	532800	Market
VALIDUS HOLDINGS LTD	49401	950569	Market
VALLEY NATL BANCORP	21071	1784158	Market
VALMONT INDS INC	30474	203700	Market
VALUE LINE INC	267	14600	Market
VALVOLINE INC	14492	610973	Market
VANDA PHARMACEUTICALS INC	17897	1097950	Market
VANECK VECTORS ETF TR	523	23700	Market
VANECK VECTORS ETF TR	2104	25700	Market
VANGUARD INTL EQUITY INDEX F	433	10600	Market
VANTIV INC	51274	809500	Market
VARONIS SYS INC	16766	450700	Market
VASCO DATA SEC INTL INC	5218	363600	Market
VCA INC	57020	617700	Market
VECTOR GROUP LTD	150622	7064803	Market
VECTREN CORP	49931	854400	Market
VECTRUS INC	2346	72600	Market
VEDANTA LTD	20299	1307900	Market
VEECO INSTRS INC DEL	40138	1441237	Market
VEEVA SYS INC	16247	265000	Market
VERA BRADLEY INC	18368	1878115	Market
VERACYTE INC	3010	361400	Market
VERASTEM INC	4141	1899600	Market
VERIFONE SYS INC	5056	279319	Market
VERINT SYS INC	7026	172618	Market
VERISIGN INC	469027	5045476	Market
VERISK ANALYTICS INC	32626	386700	Market
VERITEX HLDGS INC	2167	82300	Market
VERITIV CORP	2678	59500	Market
VERMILION ENERGY INC	11432	360288	Market
VERMILLION INC	370	201200	Market
VERSAR INC	591	396400	Market
VERSARTIS INC	6326	362510	Market
VERSUM MATLS INC	6627	203900	Market
VERTEX ENERGY INC	14	13500	Market
VERTEX PHARMACEUTICALS INC	2796	21700	Market
VIAD CORP	3671	77700	Market
VIASAT INC	18403	277993	Market
VIAVI SOLUTIONS INC	69799	6628606	Market
VICAL INC	1272	478283	Market
VICON INDS INC	182	311600	Market
VICOR CORP	3827	213800	Market
VIDEOCON D2H LTD	3134	321800	Market
VIKING THERAPEUTICS INC	323	299000	Market
VILLAGE SUPER MKT INC	13673	527500	Market
