CompanyName	Value(1000s)	Shares	OrderType
PENNYMAC MTG INVT TR	58485	3572699	Market
PENSKE AUTOMOTIVE GRP INC	21194	408843	Market
PENTAIR PLC	166126	2962825	Market
PENUMBRA INC	53472	838118	Market
PEOPLES BANCORP INC	17138	527968	Market
PEOPLES BANCORP N C INC	20	812	Market
PEOPLES FINL CORP MISS	152	9426	Market
PEOPLES FINL SVCS CORP	10971	225276	Market
PEOPLES UNITED FINANCIAL INC	206606	10671778	Market
PEOPLES UTAH BANCORP	11636	433371	Market
PEPSICO INC	2368577	22637649	Market
PERCEPTRON INC	167	25089	Market
PEREGRINE PHARMACEUTICALS IN	16	53110	Market
PERFICIENT INC	51942	2969833	Market
PERFORMANCE FOOD GROUP CO	27474	1144741	Market
PERFORMANT FINL CORP	228	96834	Market
PERFUMANIA HLDGS INC	27	17877	Market
PERKINELMER INC	100679	1930565	Market
PERMA-FIX ENVIRONMENTAL SVCS	112	28775	Market
PERNIX THERAPEUTICS HLDGS IN	34	17315	Market
PERRIGO CO PLC	235931	2834689	Market
PERSHING GOLD CORP	143	43794	Market
PETMED EXPRESS INC	37174	1611343	Market
PETROCHINA CO LTD	29	391	Market
PETROLEO BRASILEIRO SA PETRO	54466	6182348	Market
PETROLEO BRASILEIRO SA PETRO	45610	4511343	Market
PETROQUEST ENERGY INC	223	67300	Market
PFENEX INC	5375	592638	Market
PFIZER INC	3424579	105436544	Market
PFSWEB INC	4060	477673	Market
PG&E CORP	695316	11441759	Market
PGT INNOVATIONS INC	51922	4534652	Market
PHARMATHENE INC	6653	2047164	Market
PHARMERICA CORP	67034	2665364	Market
PHH CORP	24932	1644568	Market
PHI INC	3	147	Market
PHI INC	7036	390473	Market
PHIBRO ANIMAL HEALTH CORP	50138	1711189	Market
PHILIP MORRIS INTL INC	2494218	27262189	Market
PHILLIPS 66	657530	7609418	Market
PHOENIX NEW MEDIA LTD	14	4419	Market
PHOTOMEDEX INC	1	546	Market
PHOTRONICS INC	24194	2141048	Market
PHYSICIANS RLTY TR	95213	5021799	Market
PICO HLDGS INC	10927	721272	Market
PIEDMONT OFFICE REALTY TR IN	48942	2340611	Market
PIER 1 IMPORTS INC	22940	2686234	Market
PIERIS PHARMACEUTICALS INC	99	70132	Market
PILGRIMS PRIDE CORP NEW	11035	581087	Market
PINNACLE ENTMT INC NEW	24153	1665756	Market
PINNACLE FINL PARTNERS INC	233092	3363515	Market
PINNACLE FOODS INC DEL	65108	1218112	Market
PINNACLE WEST CAP CORP	451846	5790673	Market
PIONEER ENERGY SVCS CORP	42134	6150995	Market
PIONEER NAT RES CO	450900	2504028	Market
PIONEER PWR SOLUTIONS INC	10	1653	Market
PIPER JAFFRAY COS	84769	1169224	Market
PITNEY BOWES INC	101211	6662982	Market
PIXELWORKS INC	208	74324	Market
PJT PARTNERS INC	18248	590934	Market
PLAINS GP HLDGS L P	2066	59566	Market
PLANET FITNESS INC	15744	783267	Market
PLANET PAYMENT INC	5671	1389951	Market
PLANTRONICS INC NEW	110590	2019543	Market
PLATFORM SPECIALTY PRODS COR	23381	2383398	Market
PLEXUS CORP	147578	2730910	Market
PLUG POWER INC	7046	5871798	Market
PLUMAS BANCORP	30	1592	Market
PLY GEM HLDGS INC	10739	660834	Market
PNC FINL SVCS GROUP INC	818177	6995357	Market
PNM RES INC	167739	4890357	Market
POAGE BANKSHARES INC	12	661	Market
POLARIS INDS INC	194001	2354662	Market
POLYONE CORP	162246	5063870	Market
POOL CORPORATION	163815	1570015	Market
POPEYES LA KITCHEN INC	96126	1589390	Market
POPULAR INC	57533	1312939	Market
PORTER BANCORP INC	61	4958	Market
PORTLAND GEN ELEC CO	131383	3032145	Market
PORTOLA PHARMACEUTICALS INC	51829	2309648	Market
POST HLDGS INC	198937	2474650	Market
POTASH CORP SASK INC	1062	58697	Market
POTBELLY CORP	9930	769742	Market
POTLATCH CORP NEW	120479	2892652	Market
POWELL INDS INC	27819	713312	Market
POWER INTEGRATIONS INC	148372	2186768	Market
POWER REIT	2	239	Market
POWER SOLUTIONS INTL INC	1183	157791	Market
PPG INDS INC	362516	3825619	Market
PPL CORP	607398	17838407	Market
PRA GROUP INC	149047	3811953	Market
PRA HEALTH SCIENCES INC	87962	1595829	Market
PRAXAIR INC	499084	4258757	Market
PRECISION DRILLING CORP	1050	192706	Market
PREFERRED APT CMNTYS INC	11817	792572	Market
PREFERRED BK LOS ANGELES CA	20979	400208	Market
PREFORMED LINE PRODS CO	4845	83364	Market
PREMIER FINL BANCORP INC	6431	319935	Market
PREMIER INC	19282	635117	Market
PRESBIA PLC	3	764	Market
PRESTIGE BRANDS HLDGS INC	176913	3395649	Market
PRETIUM RES INC	108	13093	Market
PRGX GLOBAL INC	348	59040	Market
PRICE T ROWE GROUP INC	379649	5044500	Market
PRICELINE GRP INC	981375	669396	Market
PRICELINE GRP INC	230	146000	Market
PRICELINE GRP INC	149	117000	Market
PRICELINE GRP INC	185	175000	Market
PRICESMART INC	50186	601029	Market
PRIMEENERGY CORP	9	174	Market
PRIMERICA INC	180548	2610963	Market
PRIMO WTR CORP	8348	679777	Market
PRIMORIS SVCS CORP	27367	1201377	Market
PRINCIPAL FINL GROUP INC	307338	5311751	Market
PRIVATEBANCORP INC	262597	4845862	Market
PRO-DEX INC COLO	3	613	Market
PROASSURANCE CORP	184024	3274453	Market
PROCTER AND GAMBLE CO	3497915	41602228	Market
PROFIRE ENERGY INC	81	58639	Market
PROGENICS PHARMACEUTICALS IN	27817	3219577	Market
PROGRESS SOFTWARE CORP	125002	3914884	Market
PROGRESSIVE CORP OHIO	391258	11021353	Market
PROLOGIS INC	858188	16256645	Market
PROOFPOINT INC	93763	1327152	Market
PROPHASE LABS INC	10	4909	Market
PROS HOLDINGS INC	17397	808388	Market
PROSPECT CAPITAL CORPORATION	57	58000	Market
PROSPERITY BANCSHARES INC	302435	4213359	Market
PROTAGONIST THERAPEUTICS INC	5374	244386	Market
PROTEON THERAPEUTICS INC	44	23115	Market
PROTEOSTASIS THERAPEUTICS IN	3112	253809	Market
PROTHENA CORP PLC	74535	1515241	Market
PROTO LABS INC	96557	1880371	Market
PROVIDENCE SVC CORP	39210	1030485	Market
PROVIDENT BANCORP INC	2455	137134	Market
PROVIDENT FINL HLDGS INC	4676	231278	Market
PROVIDENT FINL SVCS INC	139555	4931258	Market
PRUDENTIAL BANCORP INC NEW	160	9326	Market
PRUDENTIAL FINL INC	596255	5729912	Market
PS BUSINESS PKS INC CALIF	179967	1544517	Market
PSIVIDA CORP	145	84753	Market
PSYCHEMEDICS CORP	329	13349	Market
PTC INC	216885	4687379	Market
PTC THERAPEUTICS INC	17106	1567925	Market
PUBLIC STORAGE	1060348	4744288	Market
PUBLIC SVC ENTERPRISE GROUP	695790	15856652	Market
PULMATRIX INC	34	58094	Market
PULSE BIOSCIENCES INC	100	15425	Market
PULTE GROUP INC	187391	10195399	Market
PUMA BIOTECHNOLOGY INC	25864	842478	Market
PURE STORAGE INC	22821	2017770	Market
PURECYCLE CORP	262	47599	Market
PVH CORP	131019	1451896	Market
PZENA INVESTMENT MGMT INC	5404	486413	Market
Q2 HLDGS INC	21841	757065	Market
QAD INC	6	244	Market
QAD INC	9531	313517	Market
QCR HOLDINGS INC	17032	393342	Market
QEP RES INC	180977	9830385	Market
QIAGEN NV	156368	5580590	Market
QORVO INC	140644	2667253	Market
QTS RLTY TR INC	70511	1420155	Market
QUAD / GRAPHICS INC	23727	882704	Market
QUAKER CHEM CORP	129966	1015836	Market
QUALCOMM INC	1559457	23918046	Market
QUALITY CARE PPTYS INC	66276	4275898	Market
QUALITY SYS INC	50707	3856075	Market
QUALYS INC	69023	2180815	Market
QUANEX BUILDING PRODUCTS COR	64054	3155358	Market
QUANTA SVCS INC	88643	2543564	Market
QUANTENNA COMMUNICATIONS INC	3647	201147	Market
QUANTUM CORP	58	69337	Market
QUEST DIAGNOSTICS INC	298564	3248788	Market
QUEST RESOURCE HLDG CORP	6	2652	Market
QUICKLOGIC CORP	264	189977	Market
QUIDEL CORP	17198	802896	Market
QUINSTREET INC	11317	3009708	Market
QUINTILES IMS HOLDINGS INC	129649	1704785	Market
QUMU CORP	59	24748	Market
QUNAR CAYMAN IS LTD	15868	526667	Market
QUORUM HEALTH CORP	18142	2495493	Market
QUOTIENT TECHNOLOGY INC	20425	1900045	Market
RA PHARMACEUTICALS INC	3616	238058	Market
RADIAN GROUP INC	124703	6935666	Market
RADIANT LOGISTICS INC	4721	1210618	Market
RADIO ONE INC	1	233	Market
RADIO ONE INC	2279	785836	Market
RADISYS CORP	5131	1158271	Market
RADIUS HEALTH INC	59770	1571666	Market
RADNET INC	7869	1220017	Market
RADWARE LTD	730	50078	Market
RAIT FINANCIAL TRUST	14977	4457491	Market
RALPH LAUREN CORP	88848	983707	Market
RAMBUS INC DEL	117204	8511580	Market
RAMCO-GERSHENSON PPTYS TR	40985	2471969	Market
RAND LOGISTICS INC	5	5609	Market
RANDGOLD RES LTD	609	7972	Market
RANDOLPH BANCORP INC	231	14315	Market
RANGE RES CORP	133303	3879612	Market
RAPID7 INC	7147	587239	Market
RAVE RESTAURANT GROUP INC	36	19381	Market
RAVEN INDS INC	71381	2832563	Market
RAYMOND JAMES FINANCIAL INC	363326	5245064	Market
RAYONIER ADVANCED MATLS INC	54069	3497380	Market
RAYONIER ADVANCED MATLS INC	20377	175861	Market
RAYONIER INC	159275	5987780	Market
RAYTHEON CO	757787	5336527	Market
RBC BEARINGS INC	89473	964049	Market
RCI HOSPITALITY HLDGS INC	517	30230	Market
RCM TECHNOLOGIES INC	148	23229	Market
RE MAX HLDGS INC	80298	1433896	Market
READING INTERNATIONAL INC	9224	555645	Market
REAL GOODS SOLAR INC	0	91	Market
REAL IND INC	5133	841520	Market
REALNETWORKS INC	3770	775673	Market
REALOGY HLDGS CORP	56998	2215253	Market
REALPAGE INC	51154	1705130	Market
REALTY INCOME CORP	546448	9506748	Market
REATA PHARMACEUTICALS INC	4012	183797	Market
RECRO PHARMA INC	151	18677	Market
RED HAT INC	247287	3547876	Market
RED HAT INC	137	117000	Market
RED LION HOTELS CORP	3909	468150	Market
RED ROBIN GOURMET BURGERS IN	58490	1037059	Market
RED ROCK RESORTS INC	20929	902491	Market
REDWOOD TR INC	57876	3805123	Market
REDWOOD TR INC	58	58000	Market
REEDS INC	125	30535	Market
REGAL BELOIT CORP	123215	1779276	Market
REGAL ENTMT GROUP	17897	868777	Market
REGENCY CTRS CORP	405879	5886564	Market
REGENERON PHARMACEUTICALS	898493	2447609	Market
REGENXBIO INC	19198	1034945	Market
REGIONAL MGMT CORP	9256	352212	Market
REGIONS FINL CORP NEW	347497	24198922	Market
REGIS CORP MINN	42660	2937998	Market
REGULUS THERAPEUTICS INC	2723	1210121	Market
REINSURANCE GROUP AMER INC	321999	2559003	Market
REIS INC	6477	291086	Market
RELIANCE STEEL & ALUMINUM CO	232986	2929170	Market
RELIV INTL INC	1	258	Market
RELM WIRELESS CORP	117	24632	Market
REMARK MEDIA INC	16	4133	Market
RENAISSANCERE HOLDINGS LTD	277122	2034369	Market
RENASANT CORP	53304	1262529	Market
RENEWABLE ENERGY GROUP INC	13540	1395846	Market
RENREN INC	987	620519	Market
RENT A CTR INC NEW	48076	4273434	Market
RENTECH INC	147	59345	Market
REPLIGEN CORP	94815	3076405	Market
REPROS THERAPEUTICS INC	80	60822	Market
REPUBLIC BANCORP KY	12817	324153	Market
REPUBLIC FIRST BANCORP INC	13478	1614158	Market
REPUBLIC SVCS INC	411784	7217954	Market
RESEARCH FRONTIERS INC	106	58255	Market
RESMED INC	383134	6174597	Market
RESOLUTE ENERGY CORP	344	8347	Market
RESOLUTE FST PRODS INC	303	56715	Market
RESONANT INC	116	23029	Market
RESOURCE CAP CORP	13990	1679494	Market
RESOURCES CONNECTION INC	51737	2687652	Market
RESTORATION HARDWARE HLDGS I	70986	2312242	Market
RETAIL OPPORTUNITY INVTS COR	178776	8460770	Market
RETAIL PPTYS AMER INC	60563	3950595	Market
RETAILMENOT INC	11803	1269169	Market
RETRACTABLE TECHNOLOGIES INC	32	34671	Market
RETROPHIN INC	30892	1631894	Market
REVANCE THERAPEUTICS INC	28939	1398009	Market
REVLON INC	10441	358177	Market
REVOLUTION LIGHTING TECHNOLO	136	24650	Market
REX AMERICAN RESOURCES CORP	45550	461267	Market
REX ENERGY CORPORATION	34	71500	Market
REXAHN PHARMACEUTICALS INC	8	56586	Market
REXFORD INDL RLTY INC	47862	2063908	Market
REXNORD CORP NEW	50501	2577903	Market
REYNOLDS AMERICAN INC	691239	12334742	Market
RF INDS LTD	4	2153	Market
RGC RES INC	21	831	Market
RICE ENERGY INC	31272	1464719	Market
RICEBRAN TECHNOLOGIES	2	2319	Market
RICHARDSON ELECTRS LTD	214	33962	Market
RIGEL PHARMACEUTICALS INC	10430	4382306	Market
RIGHTSIDE GROUP LTD	3207	387755	Market
RIGNET INC	9781	422524	Market
RING ENERGY INC	18040	1388785	Market
RINGCENTRAL INC	36143	1754510	Market
RIO TINTO PLC	5546	144208	Market
RITE AID CORP	89733	10889882	Market
RITTER PHARMACEUTICALS INC	134	49579	Market
RIVERVIEW BANCORP INC	514	73389	Market
RLI CORP	191697	3036546	Market
RLJ LODGING TR	108870	4445478	Market
RMG NETWORKS HLDG CORP	3	3728	Market
RMR GROUP INC	8179	207055	Market
ROADRUNNER TRNSN SVCS HLDG I	26715	2571254	Market
ROBERT HALF INTL INC	113937	2335728	Market
ROCKET FUEL INC	144	84287	Market
ROCKWELL AUTOMATION INC	325380	2420981	Market
ROCKWELL COLLINS INC	282750	3048186	Market
ROCKWELL MED INC	10085	1539718	Market
ROCKY BRANDS INC	265	22925	Market
ROCKY MTN CHOCOLATE FACTORY	270	26460	Market
ROGERS CORP	108441	1411810	Market
ROKA BIOSCIENCE INC	1	126	Market
ROLLINS INC	124314	3680092	Market
ROPER TECHNOLOGIES INC	320146	1748666	Market
ROSETTA STONE INC	5653	634404	Market
ROSS STORES INC	491342	7489969	Market
ROVI CORP	59	58000	Market
ROWAN COMPANIES PLC	100774	5334770	Market
ROYAL BANCSHARES PA INC	243	58562	Market
ROYAL BK SCOTLAND GROUP PLC	70092	2798068	Market
ROYAL BK SCOTLAND GROUP PLC	74527	3131376	Market
ROYAL BK SCOTLAND GROUP PLC	25214	996592	Market
ROYAL CARIBBEAN CRUISES LTD	244478	2979990	Market
ROYAL DUTCH SHELL PLC	202	3479	Market
ROYAL DUTCH SHELL PLC	218	4010	Market
ROYAL GOLD INC	166274	2624695	Market
ROYAL GOLD INC	50	47000	Market
RPC INC	16190	817258	Market
RPM INTL INC	284626	5287490	Market
RPX CORP	16827	1558020	Market
RSP PERMIAN INC	140666	3152522	Market
RTI INTL METALS INC	60	58000	Market
RTI SURGICAL INC	6121	1883478	Market
RUBICON PROJ INC	8926	1202907	Market
RUBICON TECHNOLOGY INC	4	6464	Market
RUBY TUESDAY INC	16473	5100091	Market
RUDOLPH TECHNOLOGIES INC	56769	2431214	Market
RUSH ENTERPRISES INC	28433	891330	Market
RUSH ENTERPRISES INC	6232	201873	Market
RUTHS HOSPITALITY GROUP INC	45196	2469700	Market
RXI PHARMACEUTICALS CORP NEW	2	2343	Market
RYANAIR HLDGS PLC	47027	564819	Market
RYDER SYS INC	118686	1594389	Market
RYERSON HLDG CORP	5720	428493	Market
RYLAND GROUP INC	54	58000	Market
RYMAN HOSPITALITY PPTYS INC	99917	1585739	Market
S & T BANCORP INC	109524	2805424	Market
S&P GLOBAL INC	387627	3604492	Market
S&W SEED CO	272	59186	Market
SABRA HEALTH CARE REIT INC	129049	5284542	Market
SABRE CORP	54019	2165074	Market
SAEXPLORATION HLDGS INC	0	15	Market
SAFE BULKERS INC	97	84331	Market
SAFEGUARD SCIENTIFICS INC	9114	677626	Market
SAFETY INS GROUP INC	69837	947584	Market
SAGA COMMUNICATIONS INC	6164	122546	Market
SAGE THERAPEUTICS INC	72517	1420226	Market
SAIA INC	87371	1978961	Market
SAJAN INC	6	1682	Market
SALEM MEDIA GROUP INC	2262	361972	Market
SALESFORCE COM INC	640334	9353403	Market
SALESFORCE COM INC	170	146000	Market
SALISBURY BANCORP INC	8	207	Market
SALLY BEAUTY HLDGS INC	147925	5598977	Market
SANCHEZ ENERGY CORP	11811	1307976	Market
SANDERSON FARMS INC	153930	1633388	Market
SANDRIDGE ENERGY INC	178	7566	Market
SANDY SPRING BANCORP INC	31193	780027	Market
SANFILIPPO JOHN B & SON INC	19691	279745	Market
SANGAMO BIOSCIENCES INC	9808	3215835	Market
SANMINA CORPORATION	219357	5985193	Market
SANTANDER CONSUMER USA HDG I	14220	1053317	Market
SAPIENS INTL CORP N V	11030	769189	Market
SAREPTA THERAPEUTICS INC	61952	2258531	Market
SASOL LTD	27	939	Market
SAUL CTRS INC	58022	871077	Market
SB FINL GROUP INC	14	865	Market
SBA COMMUNICATIONS CORP	188764	1828047	Market
SCANA CORP NEW	430171	5870231	Market
SCANSOURCE INC	82422	2042680	Market
SCHEIN HENRY INC	295113	1945243	Market
SCHLUMBERGER LTD	1827465	21768492	Market
SCHMITT INDS INC ORE	1	374	Market
SCHNITZER STL INDS	22371	870481	Market
SCHOLASTIC CORP	104834	2207506	Market
SCHULMAN A INC	77505	2317041	Market
SCHWAB CHARLES CORP NEW	677636	17168382	Market
SCHWEITZER-MAUDUIT INTL INC	111761	2454660	Market
SCICLONE PHARMACEUTICALS INC	49482	4581672	Market
SCIENCE APPLICATNS INTL CP N	218062	2571480	Market
SCIENTIFIC GAMES CORP	54788	3913418	Market
SCORPIO BULKERS INC	9207	1823257	Market
SCORPIO TANKERS INC	22523	4971939	Market
SCOTTS MIRACLE GRO CO	168743	1766015	Market
SCRIPPS E W CO OHIO	90090	4660653	Market
SCRIPPS NETWORKS INTERACT IN	110124	1543008	Market
SCYNEXIS INC	224	70370	Market
SEABOARD CORP	33102	8376	Market
SEACHANGE INTL INC	221	96158	Market
SEACOAST BKG CORP FLA	21497	974475	Market
SEACOR HOLDINGS INC	96047	1347459	Market
SEADRILL LIMITED	38744	11361916	Market
SEAGATE TECHNOLOGY PLC	359167	9409660	Market
SEALED AIR CORP NEW	159047	3507867	Market
SEARS HLDGS CORP	3745	403073	Market
SEARS HOMETOWN & OUTLET STOR	1720	366017	Market
SEASPAN CORP	2102	230012	Market
SEASPINE HLDGS CORP	163	20682	Market
SEATTLE GENETICS INC	164132	3110333	Market
SEAWORLD ENTMT INC	38492	2033365	Market
SECOND SIGHT MED PRODS INC	937	475860	Market
SECUREWORKS CORP	1923	181582	Market
SECURITY NATL FINL CORP	170	26219	Market
SEI INVESTMENTS CO	265022	5369171	Market
SELECT BANCORP INC NEW	23	2348	Market
SELECT COMFORT CORP	80195	3545313	Market
SELECT INCOME REIT	50947	2021690	Market
SELECT MED HLDGS CORP	120959	9129015	Market
SELECTA BIOSCIENCES INC	2737	159573	Market
SELECTIVE INS GROUP INC	158050	3671323	Market
SEMGROUP CORP	88994	2131599	Market
SEMPRA ENERGY	757132	7523170	Market
SEMTECH CORP	164467	5212888	Market
SENECA FOODS CORP NEW	5	117	Market
SENECA FOODS CORP NEW	21740	542827	Market
SENIOR HSG PPTYS TR	183891	9714240	Market
SENOMYX INC	111	115646	Market
SENSATA TECHNOLOGIES HLDG NV	7186	184500	Market
SENSEONICS HLDGS INC	2318	868276	Market
SENSIENT TECHNOLOGIES CORP	210193	2674892	Market
SEQUENTIAL BRNDS GROUP INC N	6139	1311773	Market
SERES THERAPEUTICS INC	10923	1103382	Market
SERITAGE GROWTH PPTYS	31519	737977	Market
SERVICE CORP INTL	207533	7307502	Market
SERVICEMASTER GLOBAL HLDGS I	51182	1358682	Market
SERVICENOW INC	147117	1978974	Market
SERVICENOW INC	102	87000	Market
SERVICESOURCE INTL INC	11263	1982881	Market
SERVISFIRST BANCSHARES INC	128829	3440940	Market
SERVOTRONICS INC	1	113	Market
SEVCON INC	7	777	Market
SEVERN BANCORP  ANNAPOLIS MD	19	2342	Market
SHAKE SHACK INC	16658	465430	Market
SHARPS COMPLIANCE CORP	129	33729	Market
SHARPSPRING INC	9	1751	Market
SHENANDOAH TELECOMMUNICATION	58882	2156852	Market
SHERWIN WILLIAMS CO	339514	1263355	Market
SHILOH INDS INC	150	21717	Market
SHINHAN FINANCIAL GROUP CO L	1221	32429	Market
SHIP FINANCE INTERNATIONAL L	26776	1803066	Market
SHIRE PLC	194370	1140803	Market
SHOE CARNIVAL INC	29883	1107600	Market
SHORE BANCSHARES INC	6497	426007	Market
SHORETEL INC	15731	2200081	Market
SHUTTERFLY INC	52966	1055518	Market
SHUTTERFLY INC	59	58000	Market
SHUTTERSTOCK INC	70674	1487242	Market
SI FINL GROUP INC MD	5863	380729	Market
SIBANYE GOLD LTD	100	14133	Market
SIENTRA INC	347	40785	Market
SIERRA BANCORP	10254	385631	Market
SIFCO INDS INC	61	7962	Market
SIGMA DESIGNS INC	7053	1175532	Market
SIGMATRON INTL INC	8	1617	Market
SIGNAL GENETICS INC	1	123	Market
SIGNATURE BK NEW YORK N Y	326913	2176516	Market
SIGNET JEWELERS LIMITED	114994	1219967	Market
SILGAN HOLDINGS INC	77921	1522485	Market
SILICOM LTD	7556	183882	Market
SILICON LABORATORIES INC	158876	2444252	Market
SILICON MOTION TECHNOLOGY CO	2991	70418	Market
SILVER BAY RLTY TR CORP	20441	1192580	Market
SILVER SPRING NETWORKS INC	15018	1128317	Market
SILVER STD RES INC	54	58000	Market
SILVER WHEATON CORP	6176	319660	Market
SILVERCREST ASSET MGMT GROUP	2964	225420	Market
SIMMONS 1ST NATL CORP	145929	2348017	Market
SIMON PPTY GROUP INC NEW	1339208	7537615	Market
SIMPSON MANUFACTURING CO INC	148010	3383076	Market
SIMULATIONS PLUS INC	383	39682	Market
SINA CORP	47747	785448	Market
SINCLAIR BROADCAST GROUP INC	67928	2036818	Market
SIRIUS XM HLDGS INC	81529	18321058	Market
SITEONE LANDSCAPE SUPPLY INC	12353	355699	Market
SITO MOBILE LTD	168	45616	Market
SIX FLAGS ENTMT CORP NEW	43704	728893	Market
SJW GROUP	30130	538233	Market
SKECHERS U S A INC	124313	5057504	Market
SKYLINE CORP	318	20625	Market
SKYLINE MED INC	0	57	Market
SKYWEST INC	150624	4132337	Market
SKYWORKS SOLUTIONS INC	291445	3903633	Market
SL GREEN RLTY CORP	326045	3031564	Market
SLM CORP	186934	16963200	Market
SM ENERGY CO	136837	3968579	Market
SMART & FINAL STORES INC	9935	704643	Market
SMART SAND INC	6370	384877	Market
SMARTFINANCIAL INC	36	1889	Market
SMITH & WESSON HLDG CORP	53520	2538892	Market
SMITH A O	272719	5759647	Market
SMITH MICRO SOFTWARE INC	5	3163	Market
SMUCKER J M CO	290068	2265096	Market
SNAP ON INC	172230	1005603	Market
SNYDERS-LANCE INC	189798	4950382	Market
SOCIEDAD QUIMICA MINERA DE C	7428	259277	Market
SODASTREAM INTERNATIONAL LTD	3234	81938	Market
SOHU COM INC	5294	156226	Market
SOLARCITY CORP	73	87000	Market
SOLAREDGE TECHNOLOGIES INC	979	78958	Market
SOLITARIO EXPL & RTY CORP	351	566015	Market
SONIC AUTOMOTIVE INC	50334	2197988	Market
SONIC CORP	93928	3543105	Market
SONIC FDRY INC	4	760	Market
SONOCO PRODS CO	359652	6824515	Market
SONOMA PHARMACEUTICALS INC	8	1549	Market
SONUS NETWORKS INC	9882	1568527	Market
SORRENTO THERAPEUTICS INC	3942	804563	Market
SOTHEBYS	112307	2817541	Market
SOTHERLY HOTELS INC	228	33517	Market
SOUND FINL BANCORP INC	7	260	Market
SOUTH JERSEY INDS INC	212893	6319168	Market
SOUTH ST CORP	64111	733537	Market
SOUTHERN CO	890363	18100480	Market
SOUTHERN COPPER CORP	95156	2979225	Market
SOUTHERN FIRST BANCSHARES IN	6369	176925	Market
SOUTHERN MO BANCORP INC	6380	180316	Market
SOUTHERN NATL BANCORP OF VA	6285	384610	Market
SOUTHSIDE BANCSHARES INC	79173	2101744	Market
SOUTHWEST AIRLS CO	446626	8961186	Market
SOUTHWEST BANCORP INC OKLA	17218	593740	Market
SOUTHWEST GA FINL CORP	6	281	Market
SOUTHWEST GAS CORP	220279	2874954	Market
SOUTHWESTERN ENERGY CO	105571	9757014	Market
SOUTHWESTERN ENERGY CO	90230	3542608	Market
SP PLUS CORP	15544	552182	Market
SPAN AMER MED SYS INC	11	598	Market
SPANISH BROADCASTING SYS INC	2	673	Market
SPAR GROUP INC	2	1787	Market
SPARK ENERGY INC	4925	162525	Market
SPARK NETWORKS INC	44	51860	Market
SPARK THERAPEUTICS INC	50251	1007040	Market
SPARTAN MTRS INC	10110	1092955	Market
SPARTANNASH CO	114813	2903724	Market
SPARTON CORP	7316	306760	Market
SPECTRA ENERGY CORP	524900	12774392	Market
SPECTRANETICS CORP	31054	1267501	Market
SPECTRUM BRANDS HLDGS INC	33147	270966	Market
SPECTRUM PHARMACEUTICALS INC	37763	8524295	Market
SPEEDWAY MOTORSPORTS INC	7900	364569	Market
SPHERIX INC	0	238	Market
SPIRE INC	242714	3760088	Market
SPIRIT AEROSYSTEMS HLDGS INC	121535	2082868	Market
SPIRIT AIRLS INC	43126	745351	Market
SPIRIT RLTY CAP INC NEW	80430	7406078	Market
SPIRIT RLTY CAP INC NEW	122	117000	Market
SPLUNK INC	87726	1715064	Market
SPOK HLDGS INC	54335	2618570	Market
SPORTSMANS WHSE HLDGS INC	7921	843551	Market
SPRINT CORP	103014	12234417	Market
SPROUTS FMRS MKT INC	98114	5185741	Market
SPS COMM INC	90796	1299127	Market
SPX CORP	79804	3364434	Market
SPX FLOW INC	101885	3177945	Market
SQUARE INC	6856	502993	Market
SS&C TECHNOLOGIES HLDGS INC	59006	2063159	Market
ST JOE CO	35757	1881922	Market
ST JUDE MED INC	453041	5661666	Market
STAAR SURGICAL CO	13931	1283975	Market
STAG INDL INC	57191	2395948	Market
STAGE STORES INC	9527	2180053	Market
STAMPS COM INC	141085	1230570	Market
STANDARD MTR PRODS INC	87363	1641541	Market
STANDARD PAC CORP NEW	30	29000	Market
STANDEX INTL CORP	89896	1023288	Market
STANLEY BLACK & DECKER INC	301737	2630890	Market
STANLEY FURNITURE CO INC	22	24686	Market
STAPLES INC	148680	16428731	Market
STARBUCKS CORP	1168605	21048360	Market
STARRETT L S CO	133	14281	Market
STARTEK INC	226	26720	Market
STARWOOD PPTY TR INC	188939	8607706	Market
STARWOOD PPTY TR INC	222	204000	Market
STATE AUTO FINL CORP	13156	490721	Market
STATE BK FINL CORP	31122	1158691	Market
STATE NATL COS INC	14194	1024063	Market
STATE STR CORP	387072	4980341	Market
STATOIL ASA	36	2001	Market
STEEL DYNAMICS INC	345588	9712986	Market
STEELCASE INC	46706	2609278	Market
STEIN MART INC	14050	2563833	Market
STEMLINE THERAPEUTICS INC	5955	556567	Market
STEPAN CO	126507	1552615	Market
STERICYCLE INC	110466	1433874	Market
STERICYCLE INC	49667	784994	Market
STERIS PLC	185483	2752378	Market
STERLING BANCORP DEL	235892	10080844	Market
STERLING CONSTRUCTION CO INC	545	64419	Market
STEWARDSHIP FINL CORP	17	1751	Market
STEWART INFORMATION SVCS COR	83768	1817890	Market
STIFEL FINL CORP	203412	4072307	Market
STILLWATER MNG CO	158154	9817108	Market
STILLWATER MNG CO	74	58000	Market
STOCK YDS BANCORP INC	32862	699930	Market
STONEGATE BK FT LAUDERDALE F	16780	402097	Market
STONEGATE MTG CORP	235	39322	Market
STONERIDGE INC	15129	855216	Market
STORE CAP CORP	59002	2387771	Market
STRAIGHT PATH COMMUNICATNS I	12825	378194	Market
STRATA SKIN SCIENCES INC	2	4790	Market
STRATASYS LTD	23382	1413639	Market
STRATTEC SEC CORP	4608	114339	Market
